1.00000000e-03	6.33380172e+02	-9.99634403e+04	4.97703236e-03
2.00000000e-03	5.83434065e+02	-2.49293727e+04	9.82078010e-03
3.00000000e-03	5.66853277e+02	-1.10108328e+04	1.44184416e-02
4.00000000e-03	5.58632786e+02	-6.12554848e+03	1.86900086e-02
5.00000000e-03	5.53766936e+02	-3.85708703e+03	2.25899792e-02
6.00000000e-03	5.50583491e+02	-2.62175747e+03	2.61016684e-02
7.00000000e-03	5.48363132e+02	-1.87636400e+03	2.92288663e-02
8.00000000e-03	5.46744434e+02	-1.39350156e+03	3.19881164e-02
9.00000000e-03	5.45525488e+02	-1.06413848e+03	3.44029010e-02
1.00000000e-02	5.44584485e+02	-8.30566572e+02	3.64997719e-02
1.10000000e-02	5.43843539e+02	-6.59852351e+02	3.83059938e-02
1.20000000e-02	5.43250552e+02	-5.32054302e+02	3.98482143e-02
1.30000000e-02	5.42769393e+02	-4.34508268e+02	4.11517747e-02
1.40000000e-02	5.42374268e+02	-3.58851343e+02	4.22403999e-02
1.50000000e-02	5.42046314e+02	-2.99378676e+02	4.31360993e-02
1.60000000e-02	5.41771461e+02	-2.52090790e+02	4.38591788e-02
1.70000000e-02	5.41539036e+02	-2.14117905e+02	4.44283070e-02
1.80000000e-02	5.41340826e+02	-1.83359487e+02	4.48606037e-02
1.90000000e-02	5.41170437e+02	-1.58251489e+02	4.51717335e-02
2.00000000e-02	5.41022837e+02	-1.37611942e+02	4.53759993e-02
2.10000000e-02	5.40894028e+02	-1.20536041e+02	4.54864300e-02
2.20000000e-02	5.40780812e+02	-1.06323340e+02	4.55148638e-02
2.30000000e-02	5.40680610e+02	-9.44262534e+01	4.54720265e-02
2.40000000e-02	5.40591332e+02	-8.44129978e+01	4.53676062e-02
2.50000000e-02	5.40511272e+02	-7.59405212e+01	4.52103251e-02
2.60000000e-02	5.40439030e+02	-6.87344388e+01	4.50080085e-02
2.70000000e-02	5.40373455e+02	-6.25739820e+01	4.47676522e-02
2.80000000e-02	5.40313593e+02	-5.72805750e+01	4.44954865e-02
2.90000000e-02	5.40258653e+02	-5.27090784e+01	4.41970400e-02
3.00000000e-02	5.40207974e+02	-4.87410141e+01	4.38771989e-02
3.10000000e-02	5.40161003e+02	-4.52792804e+01	4.35402652e-02
3.20000000e-02	5.40117273e+02	-4.22439999e+01	4.31900114e-02
3.30000000e-02	5.40076394e+02	-3.95692354e+01	4.28297320e-02
3.40000000e-02	5.40038033e+02	-3.72003773e+01	4.24622920e-02
3.50000000e-02	5.40001907e+02	-3.50920549e+01	4.20901719e-02
3.60000000e-02	5.39967775e+02	-3.32064579e+01	4.17155091e-02
3.70000000e-02	5.39935430e+02	-3.15119829e+01	4.13401365e-02
3.80000000e-02	5.39904696e+02	-2.99821365e+01	4.09656169e-02
3.90000000e-02	5.39875419e+02	-2.85946452e+01	4.05932749e-02
4.00000000e-02	5.39847466e+02	-2.73307286e+01	4.02242257e-02
4.10000000e-02	5.39820721e+02	-2.61745057e+01	3.98594002e-02
4.20000000e-02	5.39795085e+02	-2.51125085e+01	3.94995689e-02
4.30000000e-02	5.39770469e+02	-2.41332815e+01	3.91453617e-02
4.40000000e-02	5.39746794e+02	-2.32270525e+01	3.87972866e-02
4.50000000e-02	5.39723993e+02	-2.23854599e+01	3.84557459e-02
4.60000000e-02	5.39702004e+02	-2.16013276e+01	3.81210504e-02
4.70000000e-02	5.39680773e+02	-2.08684780e+01	3.77934321e-02
4.80000000e-02	5.39660252e+02	-2.01815762e+01	3.74730552e-02
4.90000000e-02	5.39640396e+02	-1.95360011e+01	3.71600262e-02
5.00000000e-02	5.39621168e+02	-1.89277365e+01	3.68544019e-02
5.10000000e-02	5.39602530e+02	-1.83532813e+01	3.65561974e-02
5.20000000e-02	5.39584451e+02	-1.78095728e+01	3.62653923e-02
5.30000000e-02	5.39566901e+02	-1.72939237e+01	3.59819364e-02
5.40000000e-02	5.39549854e+02	-1.68039681e+01	3.57057547e-02
5.50000000e-02	5.39533285e+02	-1.63376160e+01	3.54367518e-02
5.60000000e-02	5.39517172e+02	-1.58930152e+01	3.51748152e-02
5.70000000e-02	5.39501493e+02	-1.54685190e+01	3.49198189e-02
5.80000000e-02	5.39486229e+02	-1.50626581e+01	3.46716262e-02
5.90000000e-02	5.39471362e+02	-1.46741179e+01	3.44300915e-02
6.00000000e-02	5.39456875e+02	-1.43017178e+01	3.41950631e-02
6.10000000e-02	5.39442753e+02	-1.39443947e+01	3.39663845e-02
6.20000000e-02	5.39428981e+02	-1.36011877e+01	3.37438959e-02
6.30000000e-02	5.39415546e+02	-1.32712263e+01	3.35274357e-02
6.40000000e-02	5.39402435e+02	-1.29537190e+01	3.33168412e-02
6.50000000e-02	5.39389635e+02	-1.26479442e+01	3.31119501e-02
6.60000000e-02	5.39377135e+02	-1.23532424e+01	3.29126007e-02
6.70000000e-02	5.39364925e+02	-1.20690087e+01	3.27186328e-02
6.80000000e-02	5.39352994e+02	-1.17946871e+01	3.25298882e-02
6.90000000e-02	5.39341332e+02	-1.15297654e+01	3.23462110e-02
7.00000000e-02	5.39329931e+02	-1.12737700e+01	3.21674484e-02
7.10000000e-02	5.39318782e+02	-1.10262628e+01	3.19934503e-02
7.20000000e-02	5.39307876e+02	-1.07868366e+01	3.18240702e-02
7.30000000e-02	5.39297206e+02	-1.05551129e+01	3.16591648e-02
7.40000000e-02	5.39286764e+02	-1.03307390e+01	3.14985946e-02
