1.00000000e-03	2.07793666e+05	-2.00000000e+08	6.10564300e-03
2.00000000e-03	1.07793666e+05	-5.00000000e+07	6.10564300e-03
3.00000000e-03	7.44603325e+04	-2.22222222e+07	6.10564300e-03
4.00000000e-03	5.77936658e+04	-1.25000000e+07	6.10564300e-03
5.00000000e-03	4.77936658e+04	-8.00000000e+06	6.10564300e-03
6.00000000e-03	4.11269992e+04	-5.55555556e+06	6.10564300e-03
7.00000000e-03	3.63650944e+04	-4.08163265e+06	6.10564300e-03
8.00000000e-03	3.27936658e+04	-3.12500000e+06	6.10564300e-03
9.00000000e-03	3.00158881e+04	-2.46913580e+06	6.10564300e-03
1.00000000e-02	2.77936658e+04	-2.00000000e+06	6.10564300e-03
1.10000000e-02	2.59754840e+04	-1.65289256e+06	6.10564300e-03
1.20000000e-02	2.44603325e+04	-1.38888889e+06	6.10564300e-03
1.30000000e-02	2.31782812e+04	-1.18343195e+06	6.10564300e-03
1.40000000e-02	2.20793801e+04	-1.02040816e+06	6.10564300e-03
1.50000000e-02	2.11269992e+04	-8.88888889e+05	6.10564300e-03
1.60000000e-02	2.02936658e+04	-7.81250000e+05	6.10564300e-03
1.70000000e-02	1.95583717e+04	-6.92041523e+05	6.10564300e-03
1.80000000e-02	1.89047769e+04	-6.17283951e+05	6.10564300e-03
1.90000000e-02	1.83199816e+04	-5.54016621e+05	6.10564300e-03
2.00000000e-02	1.77936658e+04	-5.00000000e+05	6.10564300e-03
2.10000000e-02	1.73174754e+04	-4.53514739e+05	6.10564300e-03
2.20000000e-02	1.68845749e+04	-4.13223141e+05	6.10564300e-03
2.30000000e-02	1.64893180e+04	-3.78071834e+05	6.10564300e-03
2.40000000e-02	1.61269992e+04	-3.47222222e+05	6.10564300e-03
2.50000000e-02	1.57936658e+04	-3.20000000e+05	6.10564300e-03
2.60000000e-02	1.54859735e+04	-2.95857988e+05	6.10564300e-03
2.70000000e-02	1.52010732e+04	-2.74348423e+05	6.10564300e-03
2.80000000e-02	1.49365230e+04	-2.55102041e+05	6.10564300e-03
2.90000000e-02	1.46902176e+04	-2.37812129e+05	6.10564300e-03
3.00000000e-02	1.44603325e+04	-2.22222222e+05	6.10564300e-03
3.10000000e-02	1.42452787e+04	-2.08116545e+05	6.10564300e-03
3.20000000e-02	1.40436658e+04	-1.95312500e+05	6.10564300e-03
3.30000000e-02	1.38542719e+04	-1.83654729e+05	6.10564300e-03
3.40000000e-02	1.36760188e+04	-1.73010381e+05	6.10564300e-03
3.50000000e-02	1.35079515e+04	-1.63265306e+05	6.10564300e-03
3.60000000e-02	1.33492214e+04	-1.54320988e+05	6.10564300e-03
3.70000000e-02	1.31990712e+04	-1.46092038e+05	6.10564300e-03
3.80000000e-02	1.30568237e+04	-1.38504155e+05	6.10564300e-03
3.90000000e-02	1.29218710e+04	-1.31492439e+05	6.10564300e-03
4.00000000e-02	1.27936658e+04	-1.25000000e+05	6.10564300e-03
4.10000000e-02	1.26717146e+04	-1.18976800e+05	6.10564300e-03
4.20000000e-02	1.25555706e+04	-1.13378685e+05	6.10564300e-03
4.30000000e-02	1.24448286e+04	-1.08166577e+05	6.10564300e-03
4.40000000e-02	1.23391204e+04	-1.03305785e+05	6.10564300e-03
4.50000000e-02	1.22381103e+04	-9.87654323e+04	6.10564300e-03
4.60000000e-02	1.21414919e+04	-9.45179587e+04	6.10564300e-03
4.70000000e-02	1.20489850e+04	-9.05387055e+04	6.10564300e-03
4.80000000e-02	1.19603325e+04	-8.68055558e+04	6.10564300e-03
4.90000000e-02	1.18752985e+04	-8.32986258e+04	6.10564300e-03
5.00000000e-02	1.17936658e+04	-8.00000003e+04	6.10564300e-03
5.10000000e-02	1.17152345e+04	-7.68935028e+04	6.10564300e-03
5.20000000e-02	1.16398197e+04	-7.39644973e+04	6.10564300e-03
5.30000000e-02	1.15672507e+04	-7.11997155e+04	6.10564300e-03
5.40000000e-02	1.14973695e+04	-6.85871059e+04	6.10564300e-03
5.50000000e-02	1.14300295e+04	-6.61157028e+04	6.10564300e-03
5.60000000e-02	1.13650944e+04	-6.37755105e+04	6.10564300e-03
5.70000000e-02	1.13024378e+04	-6.15574026e+04	6.10564300e-03
