0.00000000e+00	0.00000000e+00	1.76435988e+00
4.88281250e-06	8.61503908e-06	1.76436013e+00
9.76562500e-06	1.72300802e-05	1.76436071e+00
1.46484375e-05	2.58451251e-05	1.76436167e+00
1.95312500e-05	3.44601755e-05	1.76436300e+00
2.44140625e-05	4.30752334e-05	1.76436472e+00
2.92968750e-05	5.16903007e-05	1.76436682e+00
3.41796875e-05	6.03053791e-05	1.76436930e+00
3.90625000e-05	6.89204705e-05	1.76437215e+00
4.39453125e-05	7.75355768e-05	1.76437539e+00
4.88281250e-05	8.61506999e-05	1.76437901e+00
5.37109375e-05	9.47658416e-05	1.76438302e+00
5.85937500e-05	1.03381004e-04	1.76438740e+00
6.34765625e-05	1.11996188e-04	1.76439216e+00
6.83593750e-05	1.20611397e-04	1.76439730e+00
7.32421875e-05	1.29226631e-04	1.76440283e+00
7.81250000e-05	1.37841894e-04	1.76440873e+00
8.30078125e-05	1.46457186e-04	1.76441502e+00
8.78906250e-05	1.55072510e-04	1.76442168e+00
9.27734375e-05	1.63687868e-04	1.76442873e+00
9.76562500e-05	1.72303261e-04	1.76443616e+00
1.02539062e-04	1.80918691e-04	1.76444397e+00
1.07421875e-04	1.89534160e-04	1.76445216e+00
1.12304688e-04	1.98149670e-04	1.76446073e+00
1.17187500e-04	2.06765222e-04	1.76446968e+00
1.22070312e-04	2.15380820e-04	1.76447901e+00
1.26953125e-04	2.23996464e-04	1.76448873e+00
1.31835938e-04	2.32612156e-04	1.76449882e+00
1.36718750e-04	2.41227898e-04	1.76450930e+00
1.41601562e-04	2.49843693e-04	1.76452015e+00
1.46484375e-04	2.58459542e-04	1.76453139e+00
1.51367187e-04	2.67075446e-04	1.76454301e+00
1.56250000e-04	2.75691408e-04	1.76455501e+00
1.61132813e-04	2.84307429e-04	1.76456739e+00
1.66015625e-04	2.92923512e-04	1.76458015e+00
1.70898438e-04	3.01539658e-04	1.76459329e+00
1.75781250e-04	3.10155869e-04	1.76460681e+00
1.80664062e-04	3.18772147e-04	1.76462071e+00
1.85546875e-04	3.27388494e-04	1.76463500e+00
1.90429688e-04	3.36004912e-04	1.76464966e+00
1.95312500e-04	3.44621402e-04	1.76466471e+00
2.00195313e-04	3.53237967e-04	1.76468014e+00
2.05078125e-04	3.61854608e-04	1.76469595e+00
2.09960937e-04	3.70471327e-04	1.76471214e+00
2.14843750e-04	3.79088126e-04	1.76472871e+00
2.19726563e-04	3.87705006e-04	1.76474566e+00
2.24609375e-04	3.96321971e-04	1.76476299e+00
2.29492188e-04	4.04939021e-04	1.76478070e+00
2.34375000e-04	4.13556158e-04	1.76479880e+00
2.39257812e-04	4.22173385e-04	1.76481727e+00
2.44140625e-04	4.30790703e-04	1.76483613e+00
2.49023438e-04	4.39408114e-04	1.76485536e+00
2.53906250e-04	4.48025619e-04	1.76487498e+00
2.58789063e-04	4.56643222e-04	1.76489498e+00
2.63671875e-04	4.65260923e-04	1.76491536e+00
2.68554688e-04	4.73878724e-04	1.76493612e+00
2.73437500e-04	4.82496628e-04	1.76495727e+00
2.78320313e-04	4.91114636e-04	1.76497879e+00
2.83203125e-04	4.99732750e-04	1.76500069e+00
2.88085937e-04	5.08350972e-04	1.76502298e+00
2.92968750e-04	5.16969304e-04	1.76504564e+00
2.97851562e-04	5.25587747e-04	1.76506869e+00
3.02734375e-04	5.34206303e-04	1.76509212e+00
3.07617188e-04	5.42824975e-04	1.76511593e+00
3.12500000e-04	5.51443765e-04	1.76514012e+00
3.17382813e-04	5.60062673e-04	1.76516469e+00
3.22265625e-04	5.68681702e-04	1.76518964e+00
3.27148438e-04	5.77300854e-04	1.76521498e+00
3.32031250e-04	5.85920130e-04	1.76524069e+00
3.36914063e-04	5.94539533e-04	1.76526679e+00
3.41796875e-04	6.03159065e-04	1.76529327e+00
3.46679687e-04	6.11778726e-04	1.76532012e+00
3.51562500e-04	6.20398520e-04	1.76534736e+00
3.56445312e-04	6.29018448e-04	1.76537498e+00
3.61328125e-04	6.37638511e-04	1.76540299e+00
3.66210938e-04	6.46258712e-04	1.76543137e+00
3.71093750e-04	6.54879053e-04	1.76546013e+00
3.75976563e-04	6.63499535e-04	1.76548928e+00
3.80859375e-04	6.72120160e-04	1.76551880e+00
3.85742188e-04	6.80740930e-04	1.76554871e+00
3.90625000e-04	6.89361848e-04	1.76557900e+00
3.95507813e-04	6.97982914e-04	1.76560967e+00
4.00390625e-04	7.06604130e-04	1.76564072e+00
4.05273438e-04	7.15225500e-04	1.76567215e+00
4.10156250e-04	7.23847023e-04	1.76570397e+00
4.15039062e-04	7.32468703e-04	1.76573616e+00
4.19921875e-04	7.41090542e-04	1.76576874e+00
4.24804687e-04	7.49712540e-04	1.76580169e+00
4.29687500e-04	7.58334700e-04	1.76583503e+00
4.34570313e-04	7.66957023e-04	1.76586875e+00
4.39453125e-04	7.75579513e-04	1.76590285e+00
4.44335938e-04	7.84202169e-04	1.76593733e+00
4.49218750e-04	7.92824995e-04	1.76597220e+00
4.54101563e-04	8.01447992e-04	1.76600744e+00
4.58984375e-04	8.10071163e-04	1.76604307e+00
4.63867188e-04	8.18694508e-04	1.76607908e+00
4.68750000e-04	8.27318030e-04	1.76611546e+00
4.73632812e-04	8.35941730e-04	1.76615223e+00
4.78515625e-04	8.44565611e-04	1.76618938e+00
4.83398437e-04	8.53189674e-04	1.76622692e+00
4.88281250e-04	8.61813922e-04	1.76626483e+00
4.93164063e-04	8.70438355e-04	1.76630313e+00
4.98046875e-04	8.79062976e-04	1.76634180e+00
5.02929688e-04	8.87687788e-04	1.76638086e+00
5.07812500e-04	8.96312790e-04	1.76642030e+00
5.12695313e-04	9.04937987e-04	1.76646012e+00
5.17578125e-04	9.13563379e-04	1.76650032e+00
5.22460938e-04	9.22188967e-04	1.76654091e+00
5.27343750e-04	9.30814756e-04	1.76658187e+00
5.32226563e-04	9.39440745e-04	1.76662322e+00
5.37109375e-04	9.48066936e-04	1.76666495e+00
5.41992188e-04	9.56693333e-04	1.76670706e+00
5.46875000e-04	9.65319936e-04	1.76674955e+00
5.51757813e-04	9.73946747e-04	1.76679242e+00
5.56640625e-04	9.82573769e-04	1.76683567e+00
5.61523438e-04	9.91201003e-04	1.76687931e+00
5.66406250e-04	9.99828451e-04	1.76692332e+00
5.71289062e-04	1.00845611e-03	1.76696772e+00
5.76171875e-04	1.01708400e-03	1.76701250e+00
5.81054687e-04	1.02571210e-03	1.76705766e+00
5.85937500e-04	1.03434042e-03	1.76710321e+00
5.90820312e-04	1.04296896e-03	1.76714913e+00
5.95703125e-04	1.05159774e-03	1.76719544e+00
6.00585937e-04	1.06022673e-03	1.76724212e+00
6.05468750e-04	1.06885596e-03	1.76728919e+00
6.10351562e-04	1.07748542e-03	1.76733665e+00
6.15234375e-04	1.08611511e-03	1.76738448e+00
6.20117188e-04	1.09474503e-03	1.76743269e+00
