0.000000e+00	0.000000e+00
1.152344e-03	6.204612e+00
2.304687e-03	1.240922e+01
3.457031e-03	1.861383e+01
4.609375e-03	2.481845e+01
5.761719e-03	3.102306e+01
6.914063e-03	3.722767e+01
8.066406e-03	4.343228e+01
9.218750e-03	4.963689e+01
1.037109e-02	5.584150e+01
1.152344e-02	6.204612e+01
1.267578e-02	6.825073e+01
1.382813e-02	7.445534e+01
1.498047e-02	8.065995e+01
1.613281e-02	8.686456e+01
1.728516e-02	9.306917e+01
1.843750e-02	9.927378e+01
1.958984e-02	1.054784e+02
2.074219e-02	1.116830e+02
2.189453e-02	1.178876e+02
2.304687e-02	1.240922e+02
2.419922e-02	1.302968e+02
2.535156e-02	1.365015e+02
2.650391e-02	1.427061e+02
2.765625e-02	1.489107e+02
2.880859e-02	1.551153e+02
2.996094e-02	1.613199e+02
3.111328e-02	1.675245e+02
3.226562e-02	1.737291e+02
3.341797e-02	1.799337e+02
3.457031e-02	1.861383e+02
3.572266e-02	1.923430e+02
3.687500e-02	1.985476e+02
3.802734e-02	2.047522e+02
3.917969e-02	2.109568e+02
4.033203e-02	2.171614e+02
4.148437e-02	2.233660e+02
4.263672e-02	2.295706e+02
4.378906e-02	2.357752e+02
4.494141e-02	2.419798e+02
4.609375e-02	2.481845e+02
4.724609e-02	2.543891e+02
4.839844e-02	2.605937e+02
4.955078e-02	2.667983e+02
5.070312e-02	2.730029e+02
5.185547e-02	2.792075e+02
5.300781e-02	2.854121e+02
5.416016e-02	2.916167e+02
5.531250e-02	2.978214e+02
5.646484e-02	3.040260e+02
5.761719e-02	3.102306e+02
5.876953e-02	3.164352e+02
5.992187e-02	3.226398e+02
6.107422e-02	3.288444e+02
6.222656e-02	3.350490e+02
6.337891e-02	3.412536e+02
6.453125e-02	3.474582e+02
6.568359e-02	3.536629e+02
6.683594e-02	3.598675e+02
6.798828e-02	3.660721e+02
6.914062e-02	3.722767e+02
7.029297e-02	3.784813e+02
7.144531e-02	3.846859e+02
7.259766e-02	3.908905e+02
7.375000e-02	3.970951e+02
7.490234e-02	4.032997e+02
7.605469e-02	4.095044e+02
7.720703e-02	4.157090e+02
7.835937e-02	4.219136e+02
7.951172e-02	4.281182e+02
8.066406e-02	4.343228e+02
8.181641e-02	4.405274e+02
8.296875e-02	4.467320e+02
8.412109e-02	4.529366e+02
8.527344e-02	4.591413e+02
8.642578e-02	4.653459e+02
8.757812e-02	4.715505e+02
8.873047e-02	4.777551e+02
8.988281e-02	4.839597e+02
9.103516e-02	4.901643e+02
9.218750e-02	4.963689e+02
9.333984e-02	5.025735e+02
9.449219e-02	5.087781e+02
9.564453e-02	5.149828e+02
9.679687e-02	5.211874e+02
9.794922e-02	5.273920e+02
9.910156e-02	5.335966e+02
1.002539e-01	5.398012e+02
1.014062e-01	5.460058e+02
1.025586e-01	5.522104e+02
1.037109e-01	5.584150e+02
1.048633e-01	5.646196e+02
1.060156e-01	5.708243e+02
1.071680e-01	5.770289e+02
1.083203e-01	5.832335e+02
1.094727e-01	5.894381e+02
1.106250e-01	5.956427e+02
1.117773e-01	6.018473e+02
1.129297e-01	6.080519e+02
1.140820e-01	6.142565e+02
1.152344e-01	6.204612e+02
1.163867e-01	6.266658e+02
1.175391e-01	6.328704e+02
1.186914e-01	6.390750e+02
1.198437e-01	6.452796e+02
1.209961e-01	6.514842e+02
1.221484e-01	6.576888e+02
1.233008e-01	6.638934e+02
1.244531e-01	6.700980e+02
1.256055e-01	6.763027e+02
1.267578e-01	6.825073e+02
1.279102e-01	6.887119e+02
1.290625e-01	6.949165e+02
1.302148e-01	7.011211e+02
1.313672e-01	7.073257e+02
1.325195e-01	7.135303e+02
1.336719e-01	7.197349e+02
1.348242e-01	7.259395e+02
1.359766e-01	7.321442e+02
1.371289e-01	7.383488e+02
1.382812e-01	7.445534e+02
1.394336e-01	7.507580e+02
1.405859e-01	7.569626e+02
1.417383e-01	7.631672e+02
1.428906e-01	7.693718e+02
1.440430e-01	7.755764e+02
1.451953e-01	7.817810e+02
1.463477e-01	7.879857e+02
1.475000e-01	7.941903e+02
1.486523e-01	8.003949e+02
1.498047e-01	8.065995e+02
1.509570e-01	8.128041e+02
1.521094e-01	8.190087e+02
1.532617e-01	8.252133e+02
1.544141e-01	8.314179e+02
1.555664e-01	8.376226e+02
1.567187e-01	8.438272e+02
1.578711e-01	8.500318e+02
1.590234e-01	8.562364e+02
1.601758e-01	8.624410e+02
1.613281e-01	8.686456e+02
1.624805e-01	8.748502e+02
1.636328e-01	8.810548e+02
1.647852e-01	8.872594e+02
1.659375e-01	8.934641e+02
1.670898e-01	8.996687e+02
1.682422e-01	9.058733e+02
1.693945e-01	9.120779e+02
1.705469e-01	9.182825e+02
1.716992e-01	9.244871e+02
1.728516e-01	9.306917e+02
1.740039e-01	9.368963e+02
1.751562e-01	9.431009e+02
1.763086e-01	9.493056e+02
1.774609e-01	9.555102e+02
1.786133e-01	9.617148e+02
1.797656e-01	9.679194e+02
1.809180e-01	9.741240e+02
1.820703e-01	9.803286e+02
1.832227e-01	9.865332e+02
1.843750e-01	9.927378e+02
1.855273e-01	9.989425e+02
1.866797e-01	1.005147e+03
1.878320e-01	1.011352e+03
1.889844e-01	1.017556e+03
1.901367e-01	1.023761e+03
1.912891e-01	1.029966e+03
1.924414e-01	1.036170e+03
1.935937e-01	1.042375e+03
1.947461e-01	1.048579e+03
1.958984e-01	1.054784e+03
1.970508e-01	1.060989e+03
1.982031e-01	1.067193e+03
1.993555e-01	1.073398e+03
2.005078e-01	1.079602e+03
2.016602e-01	1.085807e+03
2.028125e-01	1.092012e+03
2.039648e-01	1.098216e+03
2.051172e-01	1.104421e+03
2.062695e-01	1.110625e+03
2.074219e-01	1.116830e+03
2.085742e-01	1.123035e+03
2.097266e-01	1.129239e+03
2.108789e-01	1.135444e+03
2.120312e-01	1.141649e+03
2.131836e-01	1.147853e+03
2.143359e-01	1.154058e+03
2.154883e-01	1.160262e+03
2.166406e-01	1.166467e+03
2.177930e-01	1.172672e+03
2.189453e-01	1.178876e+03
2.200977e-01	1.185081e+03
2.212500e-01	1.191285e+03
2.224023e-01	1.197490e+03
2.235547e-01	1.203695e+03
2.247070e-01	1.209899e+03
2.258594e-01	1.216104e+03
2.270117e-01	1.222308e+03
2.281641e-01	1.228513e+03
2.293164e-01	1.234718e+03
2.304688e-01	1.240922e+03
2.316211e-01	1.247127e+03
2.327734e-01	1.253332e+03
2.339258e-01	1.259536e+03
2.350781e-01	1.265741e+03
2.362305e-01	1.271945e+03
2.373828e-01	1.278150e+03
2.385352e-01	1.284355e+03
2.396875e-01	1.290559e+03
2.408398e-01	1.296764e+03
2.419922e-01	1.302968e+03
2.431445e-01	1.309173e+03
2.442969e-01	1.315378e+03
2.454492e-01	1.321582e+03
2.466016e-01	1.327787e+03
2.477539e-01	1.333991e+03
2.489062e-01	1.340196e+03
2.500586e-01	1.346401e+03
2.512109e-01	1.352605e+03
2.523633e-01	1.358810e+03
2.535156e-01	1.365015e+03
2.546680e-01	1.371219e+03
2.558203e-01	1.377424e+03
2.569727e-01	1.383628e+03
2.581250e-01	1.389833e+03
2.592773e-01	1.396038e+03
2.604297e-01	1.402242e+03
2.615820e-01	1.408447e+03
2.627344e-01	1.414651e+03
2.638867e-01	1.420856e+03
2.650391e-01	1.427061e+03
2.661914e-01	1.433265e+03
2.673437e-01	1.439470e+03
2.684961e-01	1.445674e+03
2.696484e-01	1.451879e+03
2.708008e-01	1.458084e+03
2.719531e-01	1.464288e+03
2.731055e-01	1.470493e+03
2.742578e-01	1.476698e+03
2.754102e-01	1.482902e+03
2.765625e-01	1.489107e+03
2.777148e-01	1.495311e+03
2.788672e-01	1.501516e+03
2.800195e-01	1.507721e+03
2.811719e-01	1.513925e+03
2.823242e-01	1.520130e+03
2.834766e-01	1.526334e+03
2.846289e-01	1.532539e+03
